short_description,cmdb_ci
"Tronweb - as of 10/31/2019 Company 80 Direct Bill Trial Balalnce Detail, MMAGC01470, and Direct Bill Summary, MMAGC01480, do not agree ",TronWeb - Reports
***Job GC01980 ended abnormally. 11/12/19 02:38:59.,AS400A
***Job GC01980 ended abnormally. 11/12/19 03:01:06.,AS400A
Changing to 4 pay plan 6401030030373_Error for Invalid Payment Option,TronWeb - Issue
Audit TC on Endor 8_ 8006040000899 - Need to Cancel Pol,TronWeb - Issue
8001010059721 TW CXL RECORD DEFECT REINSTATED,TronWeb - Issue
Company 52 and 80 checks did not print correctly .  (All the checks were printed on White paper by accident instead of the checks. ,TronWeb - Treasury
Need new commission chart added to TW company 80,TronWeb - Treasury
8001080009440_policy rewritten_Needs to be cancelled,TronWeb - Issue
" FL / Lumbra Risk Advisors, LLC / New Problem / AFE / 70576 / 0107523151648 / PREMIUM QUOTE DISCREPANCY ORIGINAL PREMIUM $1718 ON 11/6/19 NO CHANGES PREM$2094",AFE
Wanted to update Mafpreconnect - shouldnt have the Lets talk button,AFE
Insured's documents are printing with incorrect Address for Agency,AFE
In MCS Application policy # 6401040118329 is duplicated and contains no information on the policy,MCS - MAPFRE Collections System
8001080003848 - the premium for this 2017 ford truck so much higher! than other vehicles on the policy,TronWeb - Issue
8001010037974 - I am attempting to correct a multi-policy discount as the discount for the Umb_unique constraint error,TronWeb - Issue
Account number edits - Pro 2A requirements,AFE
The MCS Application log on page has changed and no longer has a log on button,MCS - MAPFRE Collections System
Unable to Transfer Tronweb in MAC,MAC - MAPFRE Admin Center
"In ECM Viewer, trying to open rpt. 201911mmagc01990 dated 11/12/19 for 11/11 data and am getting ""error opening this doc., file is damaged...""",TronWeb - Reports
PA/ABDALA INSURANCE LLC/0108801118758/AFE/AGENT PROCESSING NEW BUSINESS RECEIVES ERROR TRYING TO ISSUE: com.mapfre.acord.ResponseIndicator incompatible with com,Enterprise Acord Web Services
8001010034698 voided renewal to add GSD to William - premium increased; P #2,TronWeb - Issue
Unable to Transfer in MAC ,MAC - MAPFRE Admin Center
PLEASE RUSH_ LATE RENEWAL_8006150000681 - ERROR WHEN SUBMITTING THIS POLICY,TronWeb - Issue
TW settlement 900019008768 appears as Tech Control attached to claim 80061019000106 but it does not belong to that claim,TronWeb - Claims
***Job FTPMBW ended abnormally. 11/14/19 22:17:58.,AS400A
***Job GC01120 ended abnormally. 11/15/19 06:16:54.,AS400A
***Job FTPMBW ended abnormally. 11/15/19 07:37:33.,AS400A
FL / Alliance Insurance / New Problem / AFE / FL054563 / 5201070019655 / Endo to increase coverages gives error BANK DETAILS MUST BE FILLED-IN TO USE THIS COLLE,AFE
Unable to Transfer in MAC - claim #800108190000971,MAC - MAPFRE Admin Center
Added Good Student and Smart Driver Discounts in AFE and premium increase after bind,AFE
***Job FTPPPAYSND ended abnormally. 11/15/19 16:25:40.,AS400A
***Job FTPPPAYSND ended abnormally. 11/15/19 16:45:37.,AS400A
***Job FTPPPAYRSP ended abnormally. 11/15/19 22:15:11.,AS400A
***Job FTPPPAYRSP ended abnormally. 11/16/19 06:33:45.,AS400A
Ran FTPPAYSND Accidentally ,AS400A
***Job GC01001 ended abnormally. 11/17/19 00:43:01.,AS400A
***Job GC01001 ended abnormally. 11/17/19 00:59:46.,AS400A
***Job GC00400 ended abnormally. 11/18/19 04:41:12.,AS400A
***Job GC00400 ended abnormally. 11/18/19 06:08:27.,AS400A
Protection-- comp raters are not returning rates_suspended license that is reinstate-able with SR22.,TronWeb - Issue
TW - DNR sent to Home address instead of Mail address.  8006010026572,TronWeb - Print
ISOHOME terminated on   11/16,AS400A
52010719001436- The system is not displaying the list of  adjusters to assign,MAC - MAPFRE Admin Center
AZ Home Rating Discrepancies -  Cov C Base Coverage Limit Factors,TronWeb - Issue
FW: MAPFRE Insurance Non-Payment Pending Cancellations 15-NOV-19. Prism Insurance Agency 2378,TronWeb - Interface
"6401040068079 - ERROR ON RENEWAL ""Driver is listed more than once on this policy""",TronWeb - Issue
System is taking time to load reason value between drivers in Driver Discovery page,AFE
Renewal Dec pages did not print for 64 company ,TronWeb - Print
MAC - unable to assign not getting a list of adjusters 64010219000359,MAC - MAPFRE Admin Center
8006010033286_Prior Claim Factor in TW has 3.16 . Ideally we should have 3.66 per the rating workbook ,TronWeb - Issue
"Increased Limits are not displayed in TW for Cov B, C,D when modality is 60109.Policy# 8006010033217 /MMAD16",TronWeb - Issue
6401030044839 / Endorsement not calculating COLL PHYSICAL DAMAGE SYMBOL,AFE
***Job GC00400 ended abnormally. 11/20/19 05:51:47.,AS400A
***Job GC00400 ended abnormally. 11/20/19 06:24:30.,AS400A
Tronweb - October 2019 Reporting - appears report YYYYMMMMAGC01950 run with incorrect date,TronWeb - Reports
 discounts are not remaining on the agent endorsement in AFE,AFE
TronWeb - Policy 5201070019540 - System Issue - Good Student and Smart Driver Discounts,TronWeb - Issue
STAT - Tronweb CWIC 64 PASP RAPA symbol errors ,TronWeb - Reports
0101805026734 - Error during Calculate Premium ; ETA - 1/31; E - TBD,AFE
Unable to calculate premium error - Agent disabled,AFE
AZ/ Doris Erica Mintz/ New Problem/ AFE/ Unable to Endorse secondary residence / Policy: 8006040002602,AFE
52010718000712-2 SUBRO RECOVERY OPTION UNDER PIP IN THE TRONWEB SYSTEM- not necessary,TronWeb - Claims
***Job GC00400 ended abnormally. 11/21/19 05:35:47.,AS400A
***Job GC00400 ended abnormally. 11/21/19 05:54:04.,AS400A
5201070020057 - NB Application and Docusign for policy created in TW.,AFE
Very slow response in AFE,AFE
RE: INC1705431_PA /Sophia Emmanuel LLC /3072 /New Problem/ APPA 5.2 /Download /Download renewal of policy #8001080004759 does not match renewal,TronWeb - Interface
Incorrect Class factors for CWIC Group lob 105,TronWeb - Issue
6401040090822_An UW cancel was issued and TW never processed final cancel.,TronWeb - Issue
6401040013324 Quote ID's are found rather than CLI's - ERROR: TRN-: Not valid tip_docum for (104) product;,TronWeb - Issue
Submit proof of insurance to the DMV for policy: 6401040123990 - Please re-submit P.O.I. and SR-22 to DMV.,TronWeb - Interface
***Job GC00400 ended abnormally. 11/22/19 07:40:03.,AS400A
8006150000866 Error Message during MR of Umb Pol_Em_k_cal_factores,TronWeb - Issue
Please put MMAGC01990 with the process date of 11/22 in EcmViewer.   thank you,TronWeb - Reports
5201070018765 RICHARD MARTEL - There was a previous ticket on this policy for Canada address. - Unable to add apartment,TronWeb - Issue
Fw: Incident INC1703023 has been updated,
New Problem/MA BOP/ NCL/ Change generic email address for Daily Transaction Report to (Michael@Avanticare.com<mailto:Michael@Avanticare.com<mailto:Michael@Avant,NCL Cover-All - Issue
CA/Homewell Ins/New Problem/AFE/8006010029549 Error trying to endorse policy,AFE
Submit proof of insurance to the DMV for policy: 6401040121225,TronWeb - Interface
***Job MVRXMLRESP ended abnormally. 11/25/19 14:46:14.,AS400A
"MAC - error when doing a search ""Search is currently unavailable, there was a problem trying to display""",MAC - MAPFRE Admin Center
unable to launch tronweb > user not found,TronWeb - Issue
8001010048003 / DENNIS HOLDER,TronWeb - Interface
UNABLE TO REJECT OR AUTHORIZE few TC for lob 601,TronWeb - Issue
High priority ticket_8001010037556 Driver infor is being removed during AFE endorsement,AFE
MCS - RONA patch,MCS - MAPFRE Collections System
***Job RNANA610 ended abnormally. 11/26/19 07:43:26.,AS400A
CA / 449 / 8006010013600 / Coverages on the Dec page do not display,TronWeb - Print
unable to launch tronweb > user not found - AZUNT0099,TronWeb - Issue
TW Non-Renewal issues_terminated agents,TronWeb - Issue
Ran TronWeb 80 checks - system shut down.  Was able to print checks but lost the check register.  ,TronWeb - Print
***Job GC00400 ended abnormally. 11/27/19 05:42:33.,AS400A
***Job CRTIVANS80 ended abnormally. 11/27/19 07:03:22.,AS400A
Policy#8001060005976 appears on the Treasury Incident Report today.; ETA - 12/27; E - TBD,TronWeb - Treasury
"As of this morning, when searching for a specific type of policy, there is no longer a clear button. ",MCS - MAPFRE Collections System
Rating information on dec page is not correct; ETA - 01/31; E- TBD,TronWeb - Print
AFE / 0107523182490 / Quote Discrepancy of $9,AFE
6401040018016 / Cannot endorse policy saying driver suspended,AFE
8006100000620 THERESA HIULBUSH_Del Addl Interest_Prem was Charged,TronWeb - Issue
5201070020039 JEAN FRANCOIS DULAC_Canada Address needed,TronWeb - Issue
MAPFRE NCL Policy 8008030014640   AI error on OOSE,NCL Cover-All - Issue
***Job M_GC01470 ended abnormally. 12/01/19 04:04:14.,AS400A
***Job M_TS01130 ended abnormally. 12/01/19 04:19:44.,AS400A
***Job M_TS01140 ended abnormally. 12/01/19 04:20:12.,AS400A
***Job GC01120 ended abnormally. 12/01/19 06:17:06.,AS400A
***Job M_GC00800 ended abnormally. 12/01/19 23:04:06.,AS400A
***Job GC00400 ended abnormally. 12/02/19 05:14:03.,AS400A
***Job GC00400 ended abnormally. 12/02/19 05:29:50.,AS400A
STAT - Tronweb ISO Interface Jobs for November 2019,TronWeb - Reports
Policy # 6401040121358- no information showing in MCS Application,MCS - MAPFRE Collections System
8006040000942 Frankowski_Need to confirm Rate Incr at Renw is Correct,TronWeb - Issue
"TronWeb refund checks - processing task status bar keeps running, and only received company 52 checks, some with duplicates",TronWeb - Print
***Job GC00400 ended abnormally. 12/03/19 07:27:27.,AS400A
TW Statements MMAGC00680 not available,TronWeb - Reports
Issue with 2 reports in tw - report mmagc00884 (corportae) and mmaem01850 - REOPEN OF 1511629 WHICH WAS CLOSED WITHOUT A SOLUTION.,TronWeb - Reports
"Mapfre ""Daily Transaction Report"" is sending emails to a bad email address for Fearnow Insurance, Inc  (Florida)",TronWeb - Reports
TronWeb report MMAGC00680 is not in the ECM Viewer,TronWeb - Reports
Large renewal increase: 8001010065593 Sheldon Dyck,TronWeb - Issue
"8006010031492 nguyen, huy-vinny ngoc - NEED POL CXL EFF 12/2/19_Non Existent Code Error",TronWeb - Issue
Issue with 2 reports in tw - report mmagc00884 (corportae) and mmaem01850 - REOPEN OF 1511629 plus additional clarification on commercial line report ,TronWeb - Reports
Daily Tronweb Losses out of balances for November,TronWeb - Reports
***Job RNANA610 ended abnormally. 12/03/19 15:50:47.,AS400A
Bob indicated he is getting Locked out of Tronweb almost daily and asked if something can be done to prevent the lock outs ,TronWeb - Performance
Update to Executive and Release Calendar Dashboards,Dashboard
MAPFRE - TronWeb Monthly Commissions for November 2019 OOB.,TronWeb - Reports
5201070020073 REQUEST FOR NEW BUSINESS DOCUMENTS PATCH,AFE
Mapfreconnect.com Renters quote message - there was a problem trying to display this page,AFE
TronWeb refund checks - are not printing - impacting all companies,TronWeb - Print
0107523186957  - System is allowing agent to quote with prior suspension of license,AFE
6401040031065 - Customer can sign into MAC but is unable to view any documents.,MAC - MAPFRE Admin Center
Submit SR22 to the DMV for Driver: SR22 6401040105155 CHAD GIBSON,TronWeb - Interface
***Job FTPMBW ended abnormally. 12/04/19 22:20:01.,AS400A
Deutsche Bank PROCESS:Deutsche Bank file has some Invalid/Duplicate Payments 04-Dec-19 for CO:80,AS400A
***Job GC01001 ended abnormally. 12/05/19 00:09:24.,AS400A
***Job GC01001 ended abnormally. 12/05/19 00:26:17.,AS400A
***Job GC00400 ended abnormally. 12/05/19 06:22:15.,AS400A
5201070010642 - renewal error,TronWeb - Issue
Please put report MMAGC01960 with the Process Date of  12/4/19 in ECMViewer     Thank you,TronWeb - Reports
AFE/8006060000019/Agent unable to endorse policy due to MSB error,AFE
8006010031536 -Seperate dec pages with blank coverage information; ETA - 01/24; E- TBD,TronWeb - Print
6401050011278 - Good Driver Discount not applied during endorsement. ,AFE
8008030008771 for Charles Kappotis / MA BOP/ is not receiving invoices but gets the cancellation notices,NCL Cover-All - Issue
"TW Claim 80010119002323 is synced to voided end 1, please patch to sync to end 0 to fix so subro can open a suffix",TronWeb - Claims
8001080001923 RAP Score shows 0 for Cancel Count; PA/FL,TronWeb - Issue
***Job GC00400 ended abnormally. 12/09/19 05:49:23.,AS400A
"Company 80 - when pulling up an adjusters record getting error ""Blocked by another User"". Activity code 9, thrid party code 5937",TronWeb - Claims
"Production Job ""DEC AUTO RN MIC"" placing documents in DEV (0fc323a65a7b45e298196f505c251bf5) - RFC: Remove POS",TronWeb - Print
Need table updated to change Trust Account Payee language on a specifc check,TronWeb - Claims
"OOBs on attached Daily Prem. spreadsheet on 11/2/19, Co.80.",TronWeb - Reports
"TC 9988 is firing for Cab and chassis vehicles, and preventing quoting",Enterprise Acord Web Services
Job AS400MCS running over 800 minutes.  Ended job and restarted it.  Second job was running too long also so I ended that one too.,AS400A
***Job GC00400 ended abnormally. 12/10/19 05:42:44.,AS400A
***Job GC00400 ended abnormally. 12/10/19 06:17:59.,AS400A
Please reissue POI with SR-22 for Florentine Abbot. The insured went to DMV and they stated we have not filed the SR-22.,TronWeb - Interface
TC 9988 is firing for Cab and chassis vehicles and preventing quoting in comp raters.  ,TronWeb - Issue
TC 9988 is firing for Cab and chassis vehicles and preventing quoting in comp raters,TronWeb - Issue
6401040050595ORA-20003: MANDATORY FIELD MCA_SEXO [em_k_x2000060_a] [21]/ Policy: 6401040050595,AFE
"8001010071533_Overall rate issue, with multiple factor changes; ",TronWeb - Issue
***Job NCLTWCLM ended abnormally. 12/10/19 22:46:23.,AS400A
***Job GC00400 ended abnormally. 12/11/19 05:10:53.,AS400A
***Job GC00400 ended abnormally. 12/11/19 05:43:33.,AS400A
Unable to open a suffix 64010419005326,MAC - MAPFRE Admin Center
PA HO Renw_MPD not removed when Auto No Longer Active_TC not firing,TronWeb - Issue
"PA / 3036 Lewis, Hopkins & Williams Inc/New Problem/ Download/Direct Bill Commission download does not match mailed statement",TronWeb - Interface
TW check did not print.,TronWeb - Print
Claim Checks are being routed to DEV POS (Example: cd2aeb44801f4f1e87b6b72b7ad7d83c),TronWeb - Print
"INC# / CA / Aims Insurance Services / New Problem /AFE Endorsement / CA010067 / 6401040113815 / Document Submission Failed to create  	documents not avialable i",AFE
POL# 6401030036115 ND TO BACKDATE CXL,TronWeb - Issue
"CITY, STATE, ZIP NOT PRINTING",TronWeb - Print
***Job GC00400 ended abnormally. 12/12/19 05:09:09.,AS400A
***Job GC00400 ended abnormally. 12/12/19 05:28:55.,AS400A
80080319000454_need a date of accident to be changed to 1/16/19.,TronWeb - Claims
PA/Guerrini Ins/New Problem/PA AP 5.2/Quote discrepancy between original and new quote; eta-2/3/20; E-no,TronWeb - Issue
8001080009591 The renewal premium has doubled. There are no accident surcharges. Please verify the rate.,TronWeb - Issue
800180009591 - The renewal premium has double. There are no accident  surcharges. Please verify the rate. ,TronWeb - Issue
OOBs in RED in attached TronWeb Monthly Losses spreadsheet for November.,TronWeb - Reports
Please put  MMACO00894 with the process date of  12/7/2019 to ECMViewer.   Thank you,TronWeb - Reports
8006010033748_add Rancho Santa Margarita to Existing Zip,TronWeb - Issue
8.00101E+12,TronWeb - Print
***Job GC00400 ended abnormally. 12/13/19 06:24:06.,AS400A
***Job GC00400 ended abnormally. 12/13/19 06:42:06.,AS400A
AFE / FL039705 / 5201070003881 / Drivers and Vehicles are not balanced,AFE
Incorrect Address on Invoice: 8008030015415,NCL Cover-All - Issue
"Fw: Mileage Questionnaires - Insured received 2 annual mileage questionnaires prior to February - 640105000374,6401050003741,6401050003742",TronWeb - Print
TW Co 52_Canada City/Zip Needs to be Patched,TronWeb - Issue
0615800018993_quote declined due to loss history. The only loss is a cat loss,TronWeb - Issue
64010419005135_Making an OPD Payment_Error: RN20325 Reserve allocation Concepts for 3rd Party Do not Exist...,TronWeb - Claims
"Error in Bind Policy:0104649846533ORA-20000: K_A2009100_MMA.P_POST_COMP] ORA-06502: PL/SQL: numeric or value error: character to  	number conversion error -NUM_",AFE
6.40104E+12,AFE
Deutsche Bank file has some Invalid/Duplicate Payments 14-DEC-19,AS400A
***Job EM000706 ended abnormally. 12/15/19 08:08:03.,AS400A
***Job EM000704 ended abnormally. 12/15/19 08:08:03.,AS400A
***Job EM000705 ended abnormally. 12/15/19 08:08:03.,AS400A
***Job EM000707 ended abnormally. 12/15/19 08:08:03.,AS400A
***Job EM000703 ended abnormally. 12/15/19 08:08:03.,AS400A
***Job EM00070 ended abnormally. 12/15/19 08:08:03.,AS400A
***Job GC01120 ended abnormally. 12/15/19 08:07:14.,AS400A
***Job EM000706 ended abnormally. 12/15/19 09:48:41.,AS400A
***Job EM000704 ended abnormally. 12/15/19 09:48:41.,AS400A
***Job EM000705 ended abnormally. 12/15/19 09:50:36.,AS400A
***Job GC01120 ended abnormally. 12/15/19 09:55:14.,AS400A
***Job EM000706 ended abnormally. 12/16/19 00:30:04.,AS400A
***Job EM00070 ended abnormally. 12/16/19 00:30:04.,AS400A
***Job EM000703 ended abnormally. 12/16/19 00:30:04.,AS400A
***Job EM000705 ended abnormally. 12/16/19 00:30:04.,AS400A
***Job EM000704 ended abnormally. 12/16/19 00:30:04.,AS400A
***Job EM000707 ended abnormally. 12/16/19 00:30:04.,AS400A
***Job EM00070 ended abnormally. 12/16/19 00:48:57.,AS400A
***Job EM000705 ended abnormally. 12/16/19 00:48:57.,AS400A
***Job EM000703 ended abnormally. 12/16/19 00:48:57.,AS400A
STAT - ISO TRONWEB PAID LOSS OOB 11-2019 CA PERSONAL AUTO,TronWeb - Reports
"6401030045671_TC is in Spanish, please remove from TW & WebMethods",TronWeb - Issue
5201070016368 and 5201070019512_AFE NB_2020 model year veh have Problems with Anti-theft - discounts; ETA - 01/31; E- TBD,AFE
Tronweb - report MMATS02570 does not contain all correction transactions,TronWeb - Reports
8001080004883  - Address change issues,TronWeb - Print
AFE /Quote # 0101805168298 Discrepancy Good Driver Credit Falling Off; ETA - 2/14; E - TBD,AFE
5201070020100 - Request for NB documents,AFE
TW settlement 900019018043 appears as Tech Control attached to claim 80061019000114 but it does not belong to that claim ,TronWeb - Claims
"Tronweb froze - daily register locked, option to do the stop pay session for 52 is locked.",TronWeb - Treasury
6401050000966/CA011136/Endorsement not calculating COLL PHYSICAL DAMAGE SYMBOL,AFE
Please send proof of reinstatement (POI) for all vehicles  - 6401050010641,TronWeb - Interface
Tronweb Payment Issue - Claim 64010418005473,TronWeb - Claims
Tronweb Payment Issue - Claim 64010418005473,TronWeb - Claims
Request for a manual rate quote 8001060009868,TronWeb - Issue
***Job GC00400 ended abnormally. 12/19/19 06:58:46.,AS400A
80061019000246 - Loss adjuster error when trying to open suffix.,MAC - MAPFRE Admin Center
"6401040050587 - ""TRN-99990003: PAYMENT TYPE OPT. NOT ALLOWED FOR MB"" ",TronWeb - Issue
80060115000513_CWIC Unclaimed Property - reissue list_unable to auth TC getting error,TronWeb - Claims
STAT - TRONWEB ISO MIC80 DWELLING LINE MISSING IN FLAT FILE 11-2019,TronWeb - Reports
SR22 Proof Resent to CA DMV for 6401040052678,TronWeb - Interface
Trying to create an RCS on Claim# 52010716000923 and getting error message ,TronWeb - Claims
"Profitability Project (Tech Control 6152) Savings of $5,982_MIC HO lob 601",TronWeb - Issue
"Profitability Project ( Tech control 9928) Savings $1,743.87_CA MIC HO lob 601",TronWeb - Issue
INC# / Multi State/All agencies / New Problem / AFE / Unable to access My Resources,AFE
INC1711656 : MCS - RONA patch,MCS - MAPFRE Collections System
***Job CNTWFTP ended abnormally. 12/20/19 08:02:32.,AS400A
TW OFAC Audit - unable to release,TronWeb - Treasury
8001080005028 - Renewals issued in error,TronWeb - Issue
POI TO DMV,TronWeb - Interface
5201070005914 - I am unable to process endorsements on this policy and got stock on the vehicles tab,AFE
8006110000784 RUSSELL ADKINS_Remove Prov status,TronWeb - Issue
Getting the trigger invalid error for WEBMDTW.WMTBIJHZNG in MMAD04 environment. Please disable the trigger,
***Job GC00400 ended abnormally. 12/23/19 05:49:39.,AS400A
***Job GC00400 ended abnormally. 12/23/19 06:51:55.,AS400A
FL/Cross Insurance/New Problem/AFE/5201070007167ORA-20008: ENTERED DATE IS PRIOR TO PREVIOUS DATE,AFE
MAC/Claim # 64010519001346/ user not defined as loss adjuster,MAC - MAPFRE Admin Center
8006060000192 - Request for new business documents patch,AFE
8006010023226 Magee_Ordered HASP when not 3rd Renw,TronWeb - Issue
Claim # 64010519001371 - Error while opening suffix,MAC - MAPFRE Admin Center
Claim # 80010119003044,MAC - MAPFRE Admin Center
In the MCS Application- please run the following patch,MCS - MAPFRE Collections System
In the MCS Application- When an account is New any other time than the first time- remove the prior Research Code,MCS - MAPFRE Collections System
Trying to create an RCS on Claim# 52010716000923 and getting this error message ??? Thank You,TronWeb - Claims
64010519001965- Unable to open a suffix - User not defined as a loss adjuster. ,TronWeb - Claims
"Unable to open TronWeb - after entering in credentials, it just hangs and does not open",TronWeb
MMAGC01680  -  There are no BOA files for  December  25,TronWeb - Reports
AFE/CA028703/0101805085375 - Quote Discrepency Annual Mileage changes,AFE
Tronweb is not connecting (Hangs on DOS command window),TronWeb - Performance
Tronweb is not opening (Hangs at DOS command screen) ,TronWeb
TronWeb - unable to login,TronWeb
Tronweb is not connecting (Hangs on DOS command window) ,TronWeb
TronWeb - session locked,TronWeb - Issue
Tronweb is not connecting (Hangs on DOS command window),TronWeb - Issue
Tronweb is not connecting (Hangs on DOS command window),TronWeb - Issue
Tronweb is not connecting (Hangs on DOS command window) ,TronWeb - Issue
Tronweb is not functioning,TronWeb - Issue
"TW is reordering Myriad inspections at renewal(every years) ,even if it is valid for 3 years,policy - 8006010023226",TronWeb - Interface
Tronweb - stuck with FNOL 80010119003032,TronWeb - Claims
AFE/CA010439/6401020017512/947-VEHICLE TYPE NOT ELIGIBLE FOR PRIVATE PASSENGER AUTO POLICY,AFE
Tronweb 64   TRN20348 USER NOT DEFINED AS LOSS ADJUSTER ,TronWeb - Claims
Tronweb 64 ,TronWeb - Claims
***Job GC00400 ended abnormally. 12/27/19 06:39:26.,AS400A
MAC suffix creation failed user not defined as lost adjuster 64010419005736,MAC - MAPFRE Admin Center
8006150000610 ASHER G. HYMAN (PLEASE RUSH)_Dec Page not matching TW,TronWeb - Print
All States/ AFE / Unable to run sweep reports for any date range,AFE
0601804336799 / CA / AFE / Error message as 28102019 during calculate premium,AFE
***Job EM000604 ended abnormally. 12/28/19 00:56:27.,AS400A
URGENT - AFE co 64 & 80_When agent tries to write a new policy they receive error :  Commission charts do not exist for agent.,TronWeb - Treasury
disabled componenent - 80080319000287 trying to close without payment completing the suffix,TronWeb - Claims
Claim#80010119002335  ORA 1403 no data found,TronWeb - Claims
8001010071457 - Policy is displaying as a short rate cancel with excess premium due.,TronWeb - Issue
***Job MMAEM02211 ended abnormally. 12/31/19 07:45:05.,AS400A
52010719001148 locked **Being updated by Another User** Please Rush,TronWeb - Claims
RUSH- NEED CLAIM TO BE UNLOCK 52010719001148,TronWeb - Issue
5201070017755_Manual Renw error: Exact Fetch returns more than requested # rows,TronWeb - Issue
FW: INC1712167_Rating information on dec page is not correct,TronWeb - Print
STAT - Tronweb ISO Interface request to run jobs for December 2019,TronWeb - Reports
 FW: Homes not showing MPD on agent renewal list,TronWeb - Reports
MMAGC01960 for Process Date of  12/21/19 is Not in ECMViewer,TronWeb - Reports
***Job GC01050 ended abnormally. 12/31/19 22:45:16.,AS400A
***Job M_GC01470 ended abnormally. 01/01/20 06:01:45.,AS400A
***Job GC01120 ended abnormally. 01/01/20 06:17:02.,AS400A
Carfax report for Salvage Titles for renewals are not being saved into file nor sent to ECM,TronWeb - Reports
Updates for Executive Dashboards,Dashboard
8006010033908 - Down payment is wrong in AFE; P #3,AFE
Brand New TronWeb Commission Chart Needed,TronWeb - Interface
Tronweb company 64 (53 has printed) has been in process for 40 minutes,TronWeb - Print
8006010012705 voided renewal to process non-premium bearing endor_prem Incr.,TronWeb - Issue
MTD Losses for December out of balances.   Spreadsheet is attached,TronWeb - Reports
MAC Claim 80061019000209 - Unable to cancel a settlement: Error TRN20344 Suffix does not have settlements,MAC - MAPFRE Admin Center
Need to add routing# to list for bank code for Tronweb,TronWeb - Treasury
8006100004706_Request to add Zip 15417 to Washington County,TronWeb - Issue
"AFE/FL037701/ 5201070019102 /5201070019102ORA-20005: INVALID ENTRY, fec_vcto_spto 3 while cancelling the policy ",AFE
TronWeb Duplicate Interim Bills,TronWeb - Treasury
Quote# 0104640262761 / 9533-MVR ORDER NOT SUCCESSFUL; P #6,AFE
8006150001087 -  We have voided the renewal to process a change on prior term_Unique Constraint Error; Eta - 1/10; E-No,TronWeb - Issue
***Job GC00400 ended abnormally. 01/03/20 06:52:54.,AS400A
Please place MMACO00894 with the Process Date of  12/31 in ECMViewer,TronWeb - Reports
8006010022237_8006010011609_CA HO changed mortgagee which increased premium,TronWeb - Issue
Please change TronWeb check signature from Robert Mckenna to Sherri Kristal,TronWeb - Print
"AFE is not allowing agency to change HASP question to ""no"".",AFE
FL PA EM 2801S form did not generate for signature on endorsement-5201070012006,AFE
ISOHOME Terminated 01/04/2020 22:02:29,AS400A
***Job GC00400 ended abnormally. 01/06/20 06:23:14.,AS400A
***Job GC00400 ended abnormally. 01/06/20 06:54:38.,AS400A
"When clicking on link ""View completed Document"" in email, it is bringing me to a page I am not familiar with.",MAPFRE NY - Issue
Daily Tronweb Losses for December out of balances   -  Spreadsheet Attached,TronWeb - Reports
8006100000114 No bill issued in 2016_issued in 2019,TronWeb - Treasury
"8006100004678  Error  ""You do not have Update rights"" ",TronWeb - Issue
MVR batch failed – 151 policies attached (see attached) - URGENT,TronWeb - Issue
Driver Assignment in TronWeb,TronWeb - Issue
TW settlement 900020000645 appears as Tech Control attached to claim 80060119000311 but it does not belong to that claim,TronWeb - Claims
Request to add AFE ID to QQ Downloads,AFE
Can you please help us add comp and collision binding authority on agent code 7173 – Danny Robles.  AFE ID B7173DRO,AFE
FW: MapfreDocuments incoming messages count for 01/06/2020 12:00AM from PROMX001,TronWeb - Interface
TW - Report MMAGC00500 - 64 CWIC,TronWeb - Reports
MAPFRE - TronWeb Monthly Commissions for December 2019 OOB - Company 80 & 52,TronWeb - Reports
New business patch - 8001010072907,AFE
"AFE_LOB 106 (AZ) -Quote Proposal displaying the vehicles numbers under the Policy Discounts, Credits and Surcharges not in order & or not the valid vehicle nums",AFE
CRM Claim creation procedures taking too long to  process.  Causing timeout issues on the CRM end. ,TronWeb - Claims
AFE/0105640351854 / New Biz ORA error when calculating,AFE
52010700192335/DSS Error on submitted endorsement,AFE
NCL COVERALL - New Business Policy #8008030015682 - Invoice did not produce,NCL Cover-All - Issue
8006010011609_Premium is added on mortgagee change,TronWeb - Issue
Add a car - 8001010011443,AFE
0617800020863 - System is pulling wrong policy expiraton date,AFE
***Job GC00400 ended abnormally. 01/08/20 06:37:45.,AS400A
***Job GC00400 ended abnormally. 01/08/20 06:53:24.,AS400A
Urgent - TW Remittance Files for 1/8/20 (see attachment),TronWeb - Treasury
***Job MSCLTRP80 ended abnormally. 01/08/20 14:45:47.,AS400A
Protection_Agents allowed to bind physical damage coverage on vehicles over 20 years old.,AFE
"AFE/CA032995/6401040126117/Unable to finish e-sign in agency error There was a problem  	trying to display this page; P #5",AFE
"To enable ""Finish Later"" button in DocuSign ",AFE
0104640424820 quote is giving a balance error message. -  insured never had a policy with mapfre.,AFE
***Job GC00400 ended abnormally. 01/09/20 06:30:29.,AS400A
Tronweb policy 8001060008665 has invalid commission information/payment for December,TronWeb - Treasury
Tronweb - December 2019 Reporting- discrepancies between corporate reports for MIC (Co 0280) MICFL ( Co 0352) CWIC (Co 0464),TronWeb - Reports
The system is sending out the letter for vehicles over 20 years old that comp and coll are being removed,TronWeb - Print
POL# 8006040002000**NEED ADDRESS CHANGED FOR REFUND TO THE NETHERLANDS,TronWeb - Issue
New Issue / Volko Insurance / Quote#0108801169240 / PA / AP 5.2 / Drivers and Vehicles not balanced when trailer added to quote,Enterprise Acord Web Services
***Job GC00400 ended abnormally. 01/10/20 07:16:53.,AS400A
