short_description,cmdb_ci
System rated both accidents that were on the same day 0104640415170,TronWeb - Issue
New Issue/FL/Mapfre Connect/Quote discrepency/0107521290471,AFE
Melissa Zip Data Gap_New Problem / PA AP / Endo / 8001080000515 / Unable to process endorsement recieved error message,TronWeb - Issue
New Problem / AFE / CA039149 / 0602800025405 / Unable to open MSB link in CA DP3 quote,AFE
Spelling error in AFE General Info tab.  Help text,AFE
"Tronador 04, TronWeb 80,64 & 52.  Activity code 8 needs to be changed.  see ticket INC1394684",TronWeb - Issue
UNABLE TO PLACE ON EFT DUE TO FATAL ERROR IN TRONWEB.,TronWeb - Issue
Mapfre - 8004010003626 - AI Error on OOSE- ,NCL Cover-All - Issue
"Agent clicks on ""Print Consumer Notification Letter"" and receives error message: Document creation failed. Please contac",AFE
8006040000188 - B2C and Agent payments being declined,TronWeb - Treasury
***Job M_ACCL1080 ended abnormally. 05/01/16 03:27:06.,AS400A
8001010047041 Proof of Insurance Needed,TronWeb - Interface
cannot make payment on #64 policies,TronWeb - Financial
Policy 8001080009315 - non premium bearing endrosement caused a decrease of 140,TronWeb - Issue
5201070017483- DR LICENSE CHNAGE NEEDED ,TronWeb - Issue
Policy cancellation and reinstatement has a rating,TronWeb - Issue
CURRENT CARRIER - AUTOMATED REJECT REPORT FOR BATCH NO - 132421160,
"Fw: New Problem / AZ NGHO / EZLynx / Agent calculating premium in EZLynx, bridging to MAPFRE & receives CARRIER ERROR: 6",TronWeb - Issue
New TW report (MMATS01290) ECM Version contains invalid data (original incident INC1260255 is closed),TronWeb - Reports
12/9/13 MIC Tronweb Remittance $511.50 #8006010003128,TronWeb - Interface
AFE - 8001010016761 not all MVR reports for the policy,AFE
8001010002281-Policy retained Tech. control issue,TronWeb - Issue
"Missing Reports for TronWeb- There are no ""Step 2 or 3 Reports""",TronWeb
***Job M_GC01490 ended abnormally. 08/01/15 06:51:33.,AS400A
***Job GC01001 ended abnormally. 01/27/16 05:34:30.,AS400A
LexisNexis - Auto File receipt notification,
New Occurrence  / CA009534 / 0601803414992 / CA / AFE / There was a problem trying to display this page (3 quotes in  needed to bind) / INC1602658,AFE
"New Problem / CA / AFE Endorsement Quoting / Agent Endorsing Renewal Policy, Doesn't Make Any Changes & Premium Increase",AFE
MIC TW Claims 6938   Check #'s 136394-136484 on ECM report MMAGC00024 not at bank.  Please research and advise.,TronWeb - Treasury
MSB link / Agent clicks the seamless link for MSB it,AFE
***Job GC01120 ended abnormally. 01/02/16 02:52:15.,AS400A
"New Problem / 2893 / 8001010067775 / CA / AFE / Blank Endt and discounts increase the premium, instead of lowering it.",TronWeb - Issue
8001010052619 update mailing and garaging address located in the same city and zip code is causing a $152 premium increase,TronWeb - Issue
MAPFRE - Collector Method Failures - Patches,NCL Cover-All - Issue
"MAPFRE - Policy 5204070000300 Florida Electrical Contractors - Error Message: Error saving policy: cannot insert NULL into (""TRON2000"".""A2000031"".""NOM_RIESGO"")",NCL Cover-All - Issue
5201070006024 - had a speed of 16-20 over on 5/4/13.,TronWeb - Issue
"Final liability posting – ""0%"" did not save on Claim # 80060114000062",TronWeb - Claims
FL - 5201070012656 - WHEN PROCESSING ENDR TO ADD RENTAL REIMBURSEMENT THE PREMIUM DECREASED,TronWeb - Issue
***Job NCLCLMSTS ended abnormally. 06/07/17 06:51:02.,AS400A
52010716000886-2 (AM Team),TronWeb - Interface
"Data on the TRONWeb, Co # 80 Missed Subro Report is not",TronWeb
"Root Cause Fix - Name is too large on check, preventing it to print",TronWeb - Treasury
6401040080576  POI   PLEASE SEND POLICY INFORMATION TO DMV FOR ALL VEHICLES.,TronWeb - Interface
New Problem - AFE - CA011635 - When agent removes comp and coll the premium of 29.99 stays on comp coverage and 130.27 s,AFE
TW ECM REPORT MMAGC01980 REPORT NOT AVAILABLE FOR 7/31/16,TronWeb - Reports
6401030009827   1954 listed on the policy above has a 7 character VIN and needs to be patched and sent to the DMV ,TronWeb - Interface
6401040015946 - Error Message Processing Endr Attempting to add veh#3,TronWeb - Endorsements
Current Carrier - AUTOMATED REJECT REPORT FOR BATCH NO - 132591060,
***Job EM00070 ended abnormally. 06/23/16 01:58:16.,AS400A
Unable to login to TW- hangs at login ,TronWeb - Issue
CA / AFE CLUE / CallableStatementCallback; uncategorized SQLException for SQL...,AFE
Submit proof of insurance to the DMV for policy:,TronWeb - Interface
Submit SR22 to the DMV for Driver6401040066200,TronWeb - Interface
***Job FTPINSURE ended abnormally. 05/07/18 13:57:28.,AS400A
Tronweb is down for entire AZ office,TronWeb - Performance
please resend SR-22 to CA DMV for policy 6401040004565,TronWeb - Interface
5201070016319 - system keeps charging $5 late fee each month when payments are not late.,TronWeb - Treasury
6401050004612 - Why did policy reinstate after payment?,TronWeb - Treasury
New Problem/AFE/HO New Business/Page errors out after general tab when entering with a Second Named Insured.,AFE
***Job M_GLTES80 ended abnormally. 04/01/14 01:30:39.,
*0108800131000 is assigning the wrong driver to an accident- maybe related to INC1392733,AFE
MAPFRE - Unable to stop payment on 80040116000392 - error executing System command trn- 2000,TronWeb - Issue
***Job GC00830 ended abnormally. 04/25/17 00:50:32.,AS400A
Cannot close register for company 64,TronWeb - Issue
TW job CHKRECON running very long,TronWeb - Treasury
"8001010009056 unable to update comp/coll deductibles to 1000, unable to pass drivers section on '14 honda and '15 BMW",TronWeb - Endorsements
Submit proof of insurance to the DMV for policy: 6401040004463,TronWeb
8001010034153 - The future installments are incorrect based off the payment plan,TronWeb - Treasury
CURRENT CARRIER AUTOMATED REJECT REPORT FOR BATCH NO - 143461190,TronWeb - Interface
6401040022529 REGISTRATION SUSPENDED  POI NEEDED  *URGENT*,TronWeb - Interface
Submit SR22 to the DMV for policy:6401040005219,TronWeb - Interface
GETTING ERROR MESSAGE WHEN TRYING TO ADD DRIVER -,TronWeb - Issue
8001010029899 UNABLE TO ADD A VEHICLE,TronWeb - Endorsements
Employee Discount Code (IT Service Desk)  - adding agent 480 for Employee Discount business,TronWeb - Issue
New TW incident- 6401040000714- please send poi to dmv for ss-22 the info was never re-sent to the dmv after reinst,TronWeb - Interface
8001010063328 - TRN-20074 Document retained for technical control,TronWeb - Issue
CWIC TW - ADV CR Cash OOB for 8/16/18,TronWeb - Treasury
Unable to release tech control,TronWeb - Issue
Submit proof of insurance to the DMV for policy: 6401020008190,TronWeb - Interface
BOTTONE 8006100000119 no invoice generated,TronWeb - Print
Submit proof of insurance to the DMV for policy: 6401020007312 ,TronWeb - Issue
8001010010042 - Unique Constraint Error,TronWeb - Issue
Multi policy discount not showing in policy inquiry but showing when I try to endorse it.,TronWeb - Issue
New Problem/FL/AFE/Error stating good student not eligible on endorsement even when they are not checked off for it,AFE
New TW Report MMATS01130 (Missed Subrogation Report),TronWeb - Claims
6401050003677- Izumi Makino,TronWeb - Issue
Total Loss field should be mandatory when creating an IPD ,TronWeb - Claims
MAC - 8001010011026 unable to open ploicy,MAC - MAPFRE Admin Center
David Douillette's Supervisor and Adjuster records in the TW 64 system will need the 3rd Party information corrected.,TronWeb - Claims
Submit proof of insurance to the DMV for policy: 8001010040779,TronWeb - Interface
Policy #5201070013907 - Renewal did not issue.,TronWeb - Issue
TW REFUND ISSUE:CRITICAL - TW showing incorrect amount,TronWeb - Treasury
new problem/tronweb/6401040015436/earned premium,TronWeb - Issue
Policies with pending cancel expiration date in the past.  ,TronWeb - Treasury
"8001080005030 - Agent is getting a problem trying to display the page, after the general info page.",AFE
"8001010059603Attempting the manual renewal and it is giving me the ""NON EXISTENT CODE"" error ",TronWeb - Issue
Tronweb Daily Losses out of balances for November 2015,TronWeb - Reports
MAPFRE_USA.111111_UAT_Testing - Defect # 2517  MAC POLICY BALANCE DOE NOT INCLUDE ADVANCE COLLECTIONS,MAC - MAPFRE Admin Center
Tronweb 6401040001570 resubmit SR 22 Electronically to DMV,TronWeb
"6401050003777 Weekly renewal error report - doc retained for tech control, no tech control displays",TronWeb - Issue
"Mac error ""this page cannot be displayed""",MAC - MAPFRE Admin Center
6401030006298 - Policy has been retained by Tech Control - needs released for change to be processed,TronWeb - Issue
Tronweb Job - Job 547537/PRODUCTION/MAILBOX_RP ended,TronWeb - Interface
*New Problem/CA/AFE endorsement/Vehicle vin not producing vehicle as well as comp/coll symbols.  Error is given when cal,AFE
Co 64 Check Reprint,TronWeb - Print
Tronweb policy that is being retained - nothing to review - 6401020017626,TronWeb - Endorsements
EFT notice for policy 6401020029260 was not generated at pay plan change.,TronWeb - Treasury
***Job M_GC01120 ended abnormally. 01/01/15 05:11:02.,AS400A
6401040014889 - adding an additional interest on risk #,TronWeb - Issue
7/25/13 CWIC Tronweb Remittance ECM Viewer Reports Out of balance Reporting Issue Only $94.63,TronWeb - Treasury
5/24/13 CWIC & MIC Tronweb Remittance items not posted,TronWeb - Treasury
***Job FTPPPAYRSP ended abnormally. 08/19/14 12:48:24.,
TRN-50200188:AUTHORIZATION P.O. 900018033305 OF 7793 USD D,TronWeb - Treasury
0106800773116 - System declining due to two glass losses in household - loss <$500 should not count,AFE
"When she goes onto her B2C account, it shows a bill is not available at this time even though the bill is due that day or the next day.",B2C
The system needs to push a refund for the insured but hasn't yet. ,TronWeb - Treasury
New Problem / AFE / E833BFIS / 0601803333269 / Can't proceed past 2nd page of Quick Quote - INELIGIBLE: FIRELINE SCORE IS GREATER THAN 3,AFE
AGENCY AGREEMENT - COMPANY 52,TronWeb - Issue
8001010007336 9/11/13 endorsement dec is missing data,TronWeb - Print
***Job GC01120 ended abnormally. 08/05/17 06:17:23.,AS400A
***Job GC01120 ended abnormally. 10/28/15 03:52:58.,AS400A
RENEWAL ERROR - 8001080000051,TronWeb - Issue
Unable to Query Driver Data Information in TronWeb PROD - Receive 'ORA-01403 no data found' error message,TronWeb - Issue
New Problem / AFE / B70733BR / 0107521807758 / Incorrect Quote Status,AFE
Reform Notes missing 6401040055791,MAC - MAPFRE Admin Center
Submit SR-22 to the DMV for policy: 6401030006907,TronWeb
Tech Control (need search) 6145 and 6389 authority level - 8006010027794,TronWeb - Issue
Tron Web - Remittance Balancing Step 1 Report and Step 3 Reports are out of balance...Company 64 out of balance,TronWeb - Reports
8001010012741 Please generate documents in ECM for this insured,TronWeb - Print
Policy 8006010000336 - Did final cancellations run last night?  ,TronWeb
CRM is getting hung up and MAC is not pulling policy numbers,MAC - MAPFRE Admin Center
new problem/afe/ca/ca009972/6401040071436/withdrawal of pending cancel document did not produce for agent or insured,TronWeb - Print
TronWeb Policy# 6401050000287 Error ,TronWeb
New TW Incident - 8006010004025 (NRM) error cannot inster into null,TronWeb - Cancellations/Reinstatements
new problem/ca020278/0104641393998/violations and,AFE
***Job PRTCAACK80 ended abnormally. 01/20/15 22:00:21.,AS400A
LexisNexis - Auto File receipt notification,TronWeb - Interface
6401040036251 - Issue after policy reformed,TronWeb - Issue
Unable to access tronweb - ,TronWeb - Interface
6401030025989 - Rating Error In Prior Term,TronWeb - Rating
TW LOB 408 missing Accident Descriptions,TronWeb - Claims
6401020035168 - Final cancel document has not,TronWeb - Treasury
MAPFRE - Policy 8004010001383 is on the provisional report (201707mmagc02060),NCL Cover-All - Issue
Policy #6401040019398 - RUSH - Driver is listed more,TronWeb - Issue
Needs to set a reserve in tronweb and is unable to see ticket 1535701,TronWeb - Claims
TW MA ** critical ** WO2 entry for company 64 failed ,TronWeb - Financial
Tronweb unable to apply payment incidents,TronWeb - Issue
6401030017547 - attempting to process quote adding 2,TronWeb - Issue
5201070005886 - Lori Janine Greene: System does not generate new ID cards,TronWeb - Issue
6401030028835  Trying to cancel adv collection.,TronWeb - Treasury
6401050008837 cannot apply payment through settlement receipts,TronWeb - Treasury
Issue with Unbrella's.,AFE
Submit proof of insurance to the DMV for policy: 6401030027324,TronWeb - Interface
Claim# 80010817001135 - Insured is unable to view payments to other claimants. Is this as designed? ,B2C
***Job M_GC01120 ended abnormally. 07/01/17 05:16:54.,AS400A
***Job CLMECVAL52 ended abnormally. 11/21/17 21:01:00.,AS400A
Proof of Insurance to DMV policy > insured license suspended due to no insurance  6401040027823,TronWeb - Interface
MAPFRE - Quote 52-CA-001024930-0 Error saving policy: TRN-99977778:DEDUCTIBLES MUST BE CONTRACTED COVERAGE [4742]BATCH PROCESS FAILED,NCL Cover-All - Issue
***Job NCLCLMSTS ended abnormally. 07/09/17 22:01:06.,AS400A
TW Comp 52 Register open/close issue...,TRONWeb
Submit SR22 to the DMV for Driver: ,TronWeb - Interface
6401050007337-Renewal date was 7/2/16 but renewal offer did not generate until 7/19/16...,TronWeb - Renewals
"Fw: Policy 8006100000012 - Mortgagee Invoice Missing City, State, Zip",TronWeb - Print
"CA/BILLING INQUIRY PAYMENT/Once agent clicks on ""Print Receipt"" after making an agency sweep the screen comes up blank. ",AFE
***Job PNDCNCLF80 ended abnormally. 11/20/18 05:02:47.,AS400A
"Cancelled insured in collections has made partial payment, and final bill is never updated",TronWeb - Treasury
"""8001010029616ORA-20001",AFE
"New Problem / B2741SVI / 0104641475291 / CA / AFE / Agent uploads photos, and gets page display error",AFE
***Job GC01000 ended abnormally. 01/26/16 23:55:33.,AS400A
Invalid pay plan ERROR RECEIVED WHEN TRYING TO PROCESS AN ENDORSEMENT- POLICY #6401030031821,TronWeb - Treasury
CWIC Tron Web Refunds Acct ending in 4504,TronWeb - Reports
OOBs on attached Tronweb Daily Premium spreadsheet for December 2017.,TronWeb - Reports
Fw: ID cards needed for endorsement on 6401020022885,TronWeb - Endorsements
ECM Viewer report MMACO00790,TronWeb - Reports
Blue Cod Interface is receiving data on a deleted Mortgagee,TronWeb - Interface
TronWeb is not opening The login screen doesn't even appear,TronWeb
Working on webmethods and can't get a quote to respond to my update   Quote# 0104641537883,AFE
Branded title tech control for CA ,AFE
CURRENT CARRIER - AUTOMATED REJECT REPORT FOR BATCH NO - 131721167,TronWeb - Interface
***Job GC01120 ended abnormally. 10/22/17 06:17:27.,AS400A
Tronweb policy. Please reprint id cards with correct name. I have no option to reprint in Tronweb. ,TronWeb - Print
Submit SR22 to the DMV for Driver: Eric Villalpando,TronWeb - Interface
Submit proof of insurance to the DMV for policy: 6401020004698,TronWeb
"There is no place for the agent to choose ""OTC Only""",AFE
MAPFRE - Policy 8004010003958 is currently cancelled flat in coverall but MAC shows active and pending future pay cancel.,NCL Cover-All - Issue
New Problem / PA & AZ / Quote Proposal / PA & AZ Auto and Home Quote Proposals Are Missing The Producer's Phone Number/ ,AFE
New Problem / ca011437 / 6401040099922 / CA / AFE / Docs failed to create in Document submission status.,AFE
Named Non Ownend / Leased field Desc. is missing ,TronWeb - Issue
TRONWEB DAILY LOSSES OUT OF BALANCE FOR APRIL,TronWeb - Reports
Check attachment didn't print. ch#168621,TronWeb - Print
Policy 6401030009652 has an error on the 1250 report indicating the policy is in underwriter control - please unlock,TronWeb - Issue
"PA/AFE endorsement/Agent unable to endorse policy - ""There was a problem trying to display this page""",AFE
MAPFRE - Policy 5204070000424 - Error Message: Error saving policy: INSURED IS POLICY HOLDER OF VALID POLICY WITH COLLECTOR DIR,NCL Cover-All - Issue
***Job CRTIVANS80 ended abnormally. 12/14/18 07:16:21.,AS400A
MMAEM01865 Tronweb reports being submitted for capture by ECM without required XML file that specifies indexing information  ,TronWeb - Reports
8006010009354//BETTY THOMAS  THE PREMIUM IS  DECREASING $262,TronWeb - Issue
Incident INC1551393 has been updated ,TronWeb - Reports
8001010001703 Error processing endorsement,TronWeb - Endorsements
Submit proof of insurance to the DMV for policy: 6401020007787,TronWeb - Interface
Order CARFAX for this month,TronWeb - Interface
OOBs on attached Daily Premium TronWeb spreadsheet as detailed below.,TronWeb - Reports
***Job FTPFIRSTCC ended abnormally. 09/26/16 06:58:44.,AS400A
MISSING ECM REPORTS,TronWeb - Reports
MAPFRE - Commercial policies are not reinstating correctly - 8008030005791,NCL Cover-All - Issue
Weekly renewal error reporting 4/4/16,TronWeb - Issue
8001010012786 Please generate documents for this policy is ecm (entered 10/27),TronWeb - Print
6.40104E+12,TronWeb - Interface
MAC  - Trying to click a name to get policy info there is a delay and the policy is not goling through ,MAC - MAPFRE Admin Center
INC1623472 error message. It said validation needed when it popped up last,AFE
Unable to update policies in MAC - getting error (attached),MAC - MAPFRE Admin Center
05/20/2015   Tronweb  MMAGC1240 report missing from ECM Viewer,TronWeb - Reports
DATE - MIC & CWIC Tronweb MMAGC00420 Report Missing from ECM,TronWeb - Reports
CA Strategy - UM/UIM Form Did Not Generate,AFE
6401030030743 - Unique Constraint Error - Patch needed ,TronWeb - Issue
***Job CLMECVAL52 ended abnormally. 02/14/18 21:24:13.,AS400A
Policy# 6401020049683 Premium is not correct. ,TronWeb - Issue
***Job FTPEFTSW64 ended abnormally. 12/04/16 00:51:22.,AS400A
Submit proof of insurance to the DMV for policy:6401020015174,TronWeb - Interface
"CWIC Tron Web Claims Account 4504 - There were 2 checks (1052408 for $199.07 and, 1052434 for $46.94)",TronWeb - Treasury
Tronweb getting unresponsive,TronWeb - Issue
Tronweb- CWIC Paid loss OOB 10/2017,TronWeb - Reports
TRONWEB - NEED PATCH - CLAIM 80040117000767,TronWeb - Claims
GC00830 failed,AS400A
New Problem/AFE/PA/Philadelphia zip code not allowing agent to calculate premium on quick quote,TronWeb - Issue
8006010006308  No documents available on AFE or ECM - AIMMB139  ,AFE
***Job GC01120 ended abnormally. 08/24/15 03:40:48.,AS400A
8001010039613- req for proof of insurance- need the electronic proof for the gmc to be sent to dmv- 1gkcs13w0t2513677,TronWeb - Interface
POI - 6401040052289,TronWeb - Interface
***Job EM00070 ended abnormally. 02/20/17 01:51:58.,AS400A
***Job EM00070 ended abnormally. 08/29/16 03:51:51.,AS400A
MMAGC01801 Not Showing Policy Numbers on Report,TronWeb - Reports
New Problem/AZ/AFE/Subscription Fire required after entering first page of the quote -- not able to get past 2nd page,AFE
"CA / AFE ECM / Error when trying to access application after binding ""File does not begin with %PDF""",AFE
MAC continues to be slow - Search Currently Unaivaleable,MAC - MAPFRE Admin Center
5201070012477 - I need to change the mailing address for this policy to Canada.,TronWeb - Issue
***Job GC01960 ended abnormally. 09/30/17 02:27:11.,AS400A
"Policy 6401040006703.  Audit tech control has been approved, but policy remains in Provisional status.",TronWeb - Issue
MAPFRE NCL Policy #8008030000920 Error saving policy: (em_p_anul_adm_x170_mma) Not data found in s2100170 - (8008030000920-8112-60-1),NCL Cover-All - Issue
POI 6401040034347,TronWeb - Interface
***Job FTPROADAMR ended abnormally. 02/28/17 11:39:39.,AS400A
8006170000693 - Non existent code - can't pull up,TronWeb - Treasury
"Tronweb unable to apply payment incidents - error message ""no data found""",TronWeb - Issue
"tronweb/ 8001010003700  Please submit proof of insurance to the DMV for the 1998 Jeep, license number 6VML534",TronWeb
MIC TronWeb discrepanices between SAP Interfaces and,TronWeb - Reports
SR-22 for Policy#6401040089695,TronWeb - Interface
New Problem/ PA AP/ PA034061/ 8001080001528/ Agent,TronWeb - Issue
6401040080110 - SYSTEM BILLED INCORRECT DOWN PMT,AFE
Tronweb Interface Error Company Code 0280,TronWeb - Interface
new problem/afe/fl019291/0107522438718/invalid county error message in new business quote,AFE
Submit proof of insurance to the DMV for policy:6401040045515,TronWeb - Interface
Unable to make a payment,TronWeb - Issue
Submit SR22 to the DMV for Driver 6401030045036,TronWeb - Interface
Submit proof of insurance to the DMV for,TronWeb - Interface
8001080007229 vehicles are listed twice on Dec,TronWeb - Print
Missing Notice of Cancellation. Cert of mailing produced without invoice.,TronWeb - Print
Submit proof of insurance to the DMV for policy: 8001010027295,TronWeb - Interface
6401030001885 - Unable to remove payment of $464.90,TronWeb - Treasury
*New Issue/AZ/Mapfre Connect/Problem displaying this page error pulls up when agent tries to make payment/8008020000107,AFE
tronweb program frozen - unlock policy,TronWeb - Issue
0601803185628  - MSB is not pulling on Quote,AFE
***Job GC01120 ended abnormally. 10/01/18 06:17:47.,AS400A
New Issue / CA / AFE ECM / Failed to retrieve PDF from ECM / 8001010059589,AFE
TronWeb - CA Policy mailing is missing insured mailing name and address,
"Insd tried to make the pymnt online for policy #6401030021531, but it gave him an amount of only 7.01 due",TronWeb - Treasury
Current Carrier - Automated reject report email -  did not receive one today.. ,TronWeb - Interface
MAPFRE NCL Policy# 8008010000064 Invoice did not produce and policy is now cancelled for RONA,NCL Cover-All - Issue
8001010005073- unable to remove driver.,AFE
POI / 6401030024646 - Insured cannot get tags as DMV doesn't have POI,TronWeb - Interface
Please see INC1291014 (Closed but issues exist)   There was a problem trying to display this page Technical Details: ,AFE
INC # 1492609 - policy showing a credit when it should have been a bill.,TronWeb - Treasury
8001010063890_Unable to process endorsement,TronWeb - Issue
8006110000112 change of mailing address increased premium by $17.  Not a premium bearing change so why increase?,TronWeb - Issue
8004010003147 - tech control,NCL Cover-All - Issue
Unable to start plsql developer or toad- no error msg,TronWeb - Issue
AFE / Running reports / HO quotes are not running Clue reports - AIAXS268,AFE
CHANGE MORTGAGEE - CREATES ADDITIONAL PREMIUM,TronWeb - Issue
52010716001988 - need copy of check stub for checks listed below -PIP DEMAND RECEIVED,TronWeb - Print
POI,TronWeb - Interface
No ID card for veh,NCL Cover-All - Issue
New Occurrence / AZ012811 / AZ / AFE / Error in Bind Policy:0604800323790ORA-20001: [ED_K_COV_GEN.P_VAL_COV_6005]NON-EXISTENT CODE (PK a2000030),AFE
***Job M_ACCWOU52 ended abnormally. 12/01/17 09:04:47.,AS400A
POI 8001010058266,TronWeb - Interface
6401020028623 - Driver Listed More Than Once Error,TronWeb - Issue
TW 8001010012682..dec page it is not available,TronWeb - Print
6401020000050 - holding refund check to apply funds to renewal - Force Renewal,TronWeb - Issue
Submit proof of insurance to the DMV for policy: 8001010011710,TronWeb - Interface
MIC TW FL 2240071360 Prem Ref,TronWeb - Issue
MAPFRE - Policy 8004010001944 - Collector method,NCL Cover-All - Issue
Unable to Bind policy in AFE (Mapfre Connect) ,AFE
***Job GC01120 ended abnormally. 10/27/17 06:17:17.,AS400A
Tronweb policy # 6401030003577  An endorsement was processed on 6/15/13 to lower the annual mileage increased the premiu,TronWeb - Issue
Tronweb - CWIC 64 & MIC 80 Personal Auto Premium out of balance,TronWeb - Reports
New Occurance-CA-AFE-Nothing occurs when the agent,AFE
MAPFRE - Policy 5204080000051 - Tech Control,NCL Cover-All - Issue
6401030024580 Refund check# 1042754 $66.47 did not,TronWeb - Treasury
"6401030040984 - Trying to process a manual renewal receiving ""driver listed more than once""",TronWeb - Issue
Tronweb error message The system submitted claim,TronWeb - Interface
8001010001561 Unable to change bank account info for,TronWeb - Treasury
6401040015362 - Unique Constraint Error - Patch needed,TronWeb - Issue
"6401050002388 Notices are being sent to the right address, but it's showing the wrong city/zip",TronWeb - Issue
Date on the Validity Date code is causing an error when attempting to process conversion of commercial policies,TronWeb - Renewals
6401040098091 PROOF OF INSURANCE,TronWeb - Interface
MAPFRE NCL Policy# 8009010001085 AI error on an name,NCL Cover-All - Issue
"6401020052433  When trying to add an ADI, policy generating a $24 charge. ",TronWeb - Issue
80010615000337 - please unlock claim,TronWeb - Claims
0601802402124 - No tech control fired for fireline 6,AFE
Endorsement summary error -- 8001010047473,AFE
New Problem / PA / AFE Quote / Invalid Zip Code - 17235 Zip Code / AIMRW092,TronWeb - Issue
Florida Gear new quote 0107521761669,TronWeb - Issue
6401040000012 Please remove RE receipt 52420 from the,TronWeb
LexisNexis - Mortgage File receipt notification - formatting errors on file ,TronWeb - Interface
LOB 101 - Renewal Premium increase concerns,TronWeb - Issue
***Job GC01120 ended abnormally. 03/31/17 06:28:56.,AS400A
8001010011104 - Policy has only one risk error - patch needed,TronWeb - Endorsements
8001060004222-We received a request to process a non-premium bearing endorsement and the premium is decreasing by $-225.,TronWeb - Endorsements
6401040006499changing Eliaquim Hernandez from Excluded,TronWeb - Endorsements
***Job GC00650 ended abnormally. 01/19/17 07:57:34.,AS400A
***Job GC01120 ended abnormally. 12/29/16 06:17:14.,AS400A
URGENT!!  Policy 8006010000103.  Please patch payment expiration date on receipt ,TronWeb - Treasury
New Problem / AFE / FL / New Business / 5201070011729 / New business documents not avaialble in AFE/ECM for bound policy,AFE
Proj:  111111_UAT_Testing - Def 1567 - PA Property_Rate Discrepancy between AFE & TW,TronWeb - Issue
"The ECM reports for B of A, for all three companies, had various total checks, and $0.00 for cash total",TronWeb
"I am unable to do quotes on the site. The name on the top left shows null, rather than showing my name.",AFE
Invalid Value in <COMPANYNUMBER> causing ECM Capture issue,AFE
8006010003810.    invoice not sent following the endorsement made on 10/2 ,TronWeb - Treasury
New TRONWEB Generic Claim Query Line of business and sector filters do not work.  ,TronWeb
AUTOMATED REJECT REPORT FOR BATCH NO - 131611064 Lexis nexis,TronWeb - Interface
***Job EM000603 ended abnormally. 05/03/17 04:05:59.,AS400A
Missing Liability codes,TronWeb - Issue
"TW 8001060001267 -  Payment not made, grace date hasn't lapsed, new invoice sent",TronWeb - Treasury
Submit proof of insurance to the DMV for policy:6401030002084,TronWeb
Submit proof of insurance to the DMV for policy:  6401020010138,TronWeb - Interface
8001010002726  endorsement processed to add driver 04/19/13 this did not generate a revised dec page,TronWeb
0603800005704 & 0603800005712 1st quote freezes after,AFE
 The MMAGC00830 Payments Received on Cancelled Policies report is not including negative receipts (under the Other cat.),TronWeb - Reports
Missing Tronweb Reports,TronWeb - Reports
***Job M_GC00425 ended abnormally. 01/01/19 02:04:03.,AS400A
CCARD process on 9/29/2016 do not create advance collection between 0-3 days,TronWeb - Treasury
***Job GC01120 ended abnormally. 02/12/17 06:17:27.,AS400A
4/16/14 MIC Tronweb Unbound Quote is on report MMAGC01250 (look at AFE payment field to add restrictions),AFE
Submit proof of insurance to the DMV for policy: 6401030010600,TronWeb - Interface
Tronweb won't open past the black box,TronWeb - Issue
The job ROADAMR in group P_INTMISC had been running for 433 minutes.  Ended job.  Started next job in group.,AS400A
Stated that AFE is running real slow,AFE
Stop sending Pending cancellation report to MA  & to change the return address to  @MAPFREUSA.com ,TronWeb - Reports
information between MAC and TW not the same,TronWeb - Claims
 Current Carrier Validation Report not pulling in Prior BI Limits.,AFE
***Job GC01120 ended abnormally. 05/14/16 23:52:11.,AS400A
MAPFRE - Policy 8004010003510 tech control,NCL Cover-All - Issue
6401040059077 Proof of Insurance: Insured received intent of suspension notice when all vehicles are being insured and there has not been any lapse in coverage.,TronWeb - Interface
Process january month upload for USPS file to production  ,TronWeb - Interface
"6401020043812 - Robot is Changing the no late payment Flag from ""NO"" to ""Yes""",TronWeb - Financial
report mmagc01660 there is no page eject on company,TronWeb - Reports
New Problem / AFE / CA / 6401040073173 / Agent unable to submit endo stuck in referred status - photo issue,AFE
52010717000384 - Need copy of Check stub for checks listed below - PIP Demand Received,TronWeb - Print
ECW - 52010716000553 ISO - task for missing last name and representative phone-missing,TronWeb - Interface
4/1/14 CWIC & MIC Tronweb Commission Transmission Control Acct #6996 & #6946,TronWeb - Reports
 reimage image the updated renewal eft withdrawal notification. for 6401020039681,TronWeb - Print
"Job	Q_CO00790	AS400A	T	P-Fraud Fees with VIN	04/10/2017 09:52:47	Job ended abnormally.	AIXPRD1",AS400A
RE INC1331961 - 6401030001542 still cannot be reinstated,TronWeb - Issue
"CWIC Tronweb Reporting Discrepancies, SAP Interface vs. Corporate Reports, Loss Expenses, Jan & Feb 2017",TronWeb - Reports
Current Carrier: Mailing Address missing in NP01 record,TronWeb - Interface
June 2017 Tronweb SAP Interface Discrepancy  - MIC NJ Regulatory Fees (CA) ,TronWeb - Interface
TW 8001010003298 Generate Dec page with correct spelling of Insured's last name:  John Ehlers,TronWeb - Print
New TW:  Patch Needed: 3rd Party Routine_Two Adverse Carrier Records in Table Incorrectly,TronWeb
6401030026638 Please re-image declaration page and ID cards for this policy.,TronWeb - Print
Submit proof of insurance to the DMV for policy:,TronWeb - Interface
8006040002227 & 8006040002270 - Policies were bound,TronWeb - Issue
